排出年,特定排出者コード,事業者・事業所名,区分,業種,所在地,温室効果ガス算定排出量(tCO2)
year,code,name,type,sector,location,tCO2
2023,985336900,日本製鉄株式会社,特定荷主,鉄鋼業,東京都千代田区,616740
2023,985793701,三菱マテリアル株式会社,特定事業所排出者,非鉄金属製造業,東京都千代田区,574985
2023,985786707,三井不動産株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都中央区,551803
2023,980885721,株式会社ＵＡＣＪ,特定事業所排出者,非鉄金属製造業,東京都千代田区,551042
2023,500062007,京セラ株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,京都府京都市,501675
2023,986945521,株式会社ＳＵＭＣＯ,特定事業所排出者,電気機械器具製造業,東京都港区,497406
2023,985466806,東海カーボン株式会社,特定事業所排出者,窯業・土石製品製造業,東京都港区,497116
2023,985795009,三菱電機株式会社,特定事業所排出者,電気機械器具製造業,東京都千代田区,464904
2023,985757509,本田技研工業株式会社,特定事業所排出者,輸送用機械器具製造業,東京都港区,446073
2023,985426300,中越パルプ工業株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,富山県高岡市,403787
2023,986379330,東京地下鉄株式会社,特定旅客輸送事業者,鉄道業,東京都台東区,400471
2023,617001903,ＫＨネオケム株式会社,特定事業所排出者,化学工業,東京都中央区,381265
2023,500032634,日本電気硝子株式会社,特定事業所排出者,窯業・土石製品製造業,滋賀県大津市,379222
2023,985176600,株式会社クレハ,特定事業所排出者,化学工業,東京都中央区,375903
2023,580028425,石原産業株式会社,特定事業所排出者,化学工業,大阪府大阪市,370468
2023,985670407,新日本電工株式会社,特定事業所排出者,鉄鋼業,東京都中央区,324292
2023,985390806,大平洋金属株式会社,特定事業所排出者,鉄鋼業,青森県八戸市,312434
2023,985525308,東邦亜鉛株式会社,特定事業所排出者,非鉄金属製造業,東京都千代田区,307446
2023,430105873,スズキ株式会社,特定事業所排出者,輸送用機械器具製造業,静岡県浜松市,306894
2023,580064771,日東電工株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,大阪府大阪市,305263
2023,401103872,コカ・コーラ　ボトラーズジャパン株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,東京都港区,303182
2023,985462709,東亞合成株式会社,特定事業所排出者,化学工業,東京都港区,301624
2023,900001432,沖縄電力株式会社,特定事業所排出者,電気業,沖縄県浦添市,294258
2023,985794306,三菱重工業株式会社,特定事業所排出者,はん用機械器具製造業,東京都千代田区,294218
2023,985052701,出光興産株式会社,特定荷主,石油製品・石炭製品製造業,東京都千代田区,289671
2023,580241811,ニプロ株式会社,特定荷主,業務用機械器具製造業,大阪府摂津市,288044
2023,300057960,セイコーエプソン株式会社,特定事業所排出者,業務用機械器具製造業,長野県諏訪市,287159
2023,985114901,花王株式会社,特定事業所排出者,化学工業,東京都中央区,281384
2023,530004309,住友ゴム工業株式会社,特定事業所排出者,ゴム製品製造業,兵庫県神戸市,274482
2023,985681204,日本冶金工業株式会社,特定事業所排出者,鉄鋼業,東京都中央区,261850
2023,580002410,ダイキン工業株式会社,特定事業所排出者,はん用機械器具製造業,大阪府大阪市,253489
2023,580212121,日本山村硝子株式会社,特定事業所排出者,窯業・土石製品製造業,兵庫県尼崎市,234342
2023,985176001,栗田工業株式会社,特定事業所排出者,その他の製造業,東京都中野区,233270
2023,580007523,ユニチカ株式会社,特定事業所排出者,繊維工業,大阪府大阪市,211761
2023,985033106,いすゞ自動車株式会社,特定事業所排出者,輸送用機械器具製造業,神奈川県横浜市,204837
2023,800089205,イオン九州株式会社,特定事業所排出者,各種商品小売業,福岡県福岡市,201283
2023,400082929,中部鋼鈑株式会社,特定事業所排出者,鉄鋼業,愛知県名古屋市,198922
2023,250294997,株式会社大阪チタニウムテクノロジーズ,特定事業所排出者,非鉄金属製造業,兵庫県尼崎市,197886
2023,580013988,ＮＴＮ株式会社,特定事業所排出者,はん用機械器具製造業,大阪府大阪市,196004
2023,985744304,古河電気工業株式会社,特定事業所排出者,非鉄金属製造業,東京都千代田区,190457
2023,985660705,日本精工株式会社,特定事業所排出者,はん用機械器具製造業,東京都品川区,189364
2023,985495503,東京鐵鋼株式会社,特定事業所排出者,鉄鋼業,東京都千代田区,186684
2023,985754507,三菱食品株式会社,特定荷主,飲食料品卸売業,東京都文京区,185881
2023,985821708,森永乳業株式会社,特定事業所排出者,食料品製造業,東京都港区,184812
2023,985141604,関東電化工業株式会社,特定事業所排出者,化学工業,東京都千代田区,182602
2023,810000178,黒崎播磨株式会社,特定事業所排出者,窯業・土石製品製造業,福岡県北九州市,181670
2023,640006257,株式会社トクヤマ,特定荷主,化学工業,東京都千代田区,179651
2023,985732902,富士電機株式会社,特定事業所排出者,電気機械器具製造業,東京都品川区,169288
2023,450000028,イビデン株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,岐阜県大垣市,167596
2023,985320900,昭和産業株式会社,特定事業所排出者,食料品製造業,東京都千代田区,165077
2023,10287750,イオン北海道株式会社,特定事業所排出者,各種商品小売業,北海道札幌市,160805
2023,985187908,コニカミノルタ株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都千代田区,160220
2023,380060884,株式会社クスリのアオキ,特定事業所排出者,各種商品小売業,石川県白山市,157042
2023,600009030,カルビー株式会社,特定事業所排出者,食料品製造業,東京都千代田区,154044
2023,650003624,太平洋セメント株式会社,特定荷主,窯業・土石製品製造業,東京都文京区,152370
2023,330035060,ホクト株式会社,特定事業所排出者,農業,長野県長野市,152360
2023,985785601,三井金属鉱業株式会社,特定事業所排出者,非鉄金属製造業,東京都品川区,150433
2023,985723402,リンテック株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,東京都板橋区,149751
2023,985453639,株式会社LIXIL,特定事業所排出者,金属製品製造業,東京都品川区,149473
2023,985083805,小田急電鉄株式会社,特定旅客輸送事業者,鉄道業,神奈川県海老名市,148584
2023,580349898,住友精化株式会社,特定事業所排出者,化学工業,大阪府大阪市,144977
2023,985347206,住友大阪セメント株式会社,特定荷主,窯業・土石製品製造業,東京都港区,142832
2023,985081355,株式会社オリエンタルランド,特定事業所排出者,娯楽業,千葉県浦安市,133364
2023,985662808,日本曹達株式会社,特定事業所排出者,化学工業,東京都千代田区,132754
2023,985681302,日油株式会社,特定事業所排出者,化学工業,東京都渋谷区,132691
2023,270098231,株式会社ヤオコー,特定事業所排出者,飲食料品小売業,埼玉県川越市,130769
2023,401103872,コカ・コーラ　ボトラーズジャパン株式会社,特定荷主,飲料・たばこ・飼料製造業,東京都港区,130118
2023,985615002,日清オイリオグループ株式会社,特定事業所排出者,食料品製造業,東京都中央区,129883
2023,400083612,中部電力株式会社,特定事業所排出者,電気業,愛知県名古屋市,129596
2023,985023807,株式会社ＡＤＥＫＡ,特定事業所排出者,化学工業,東京都荒川区,127054
2023,985338708,テルモ株式会社,特定事業所排出者,業務用機械器具製造業,東京都新宿区,125144
2023,580241811,ニプロ株式会社,特定事業所排出者,業務用機械器具製造業,大阪府摂津市,120493
2023,540272822,株式会社トリドールホールディングス,特定事業所排出者,飲食店,東京都渋谷区,118753
2023,982941669,ミニストップ株式会社,特定事業所排出者,各種商品小売業,千葉県千葉市,115400
2023,985350103,セントラル硝子株式会社,特定事業所排出者,化学工業,東京都千代田区,114431
2023,270046172,株式会社マルエツ,特定事業所排出者,飲食料品小売業,東京都豊島区,114203
2023,986327914,ＪＸ金属株式会社,特定事業所排出者,非鉄金属製造業,東京都港区,114091
2023,617015471,不二製油株式会社,特定事業所排出者,食料品製造業,大阪府泉佐野市,114012
2023,985836809,アステラス製薬株式会社,特定事業所排出者,学術・開発研究機関,東京都中央区,113449
2023,982960664,株式会社共立メンテナンス,特定事業所排出者,宿泊業,東京都千代田区,112767
2023,520003569,株式会社オークワ,特定事業所排出者,各種商品小売業,和歌山県和歌山市,111639
2023,710034905,大王製紙株式会社,特定荷主,パルプ・紙・紙加工品製造業,愛媛県四国中央市,106688
2023,350007367,北越メタル株式会社,特定事業所排出者,鉄鋼業,新潟県長岡市,106128
2023,985453639,株式会社LIXIL,特定荷主,金属製品製造業,東京都品川区,104380
2023,571018321,第一生命保険株式会社,特定事業所排出者,保険業（保険媒介代理業，保険サービス業を含む）,東京都千代田区,104244
2023,260287664,株式会社サイゼリヤ,特定事業所排出者,飲食店,埼玉県吉川市,103556
2023,570009570,堺化学工業株式会社,特定事業所排出者,化学工業,大阪府堺市,102734
2023,985114901,花王株式会社,特定荷主,化学工業,東京都中央区,99685
2023,985132605,ＫＹＢ株式会社,特定事業所排出者,輸送用機械器具製造業,東京都港区,92129
2023,985645709,日本ケミコン株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,東京都品川区,91914
2023,580006437,株式会社髙島屋,特定事業所排出者,各種商品小売業,東京都中央区,91186
2023,985821708,森永乳業株式会社,特定荷主,食料品製造業,東京都港区,89402
2023,985180891,京成電鉄株式会社,特定旅客輸送事業者,鉄道業,千葉県市川市,85730
2023,570091283,コーナン商事株式会社,特定事業所排出者,各種商品小売業,大阪府大阪市,85235
2023,500025003,三洋化成工業株式会社,特定事業所排出者,化学工業,京都府京都市,84486
2023,981158621,日本ビルファンド投資法人,特定事業所排出者,不動産賃貸業・管理業,東京都中央区,83180
2023,985741607,株式会社フジクラ,特定事業所排出者,非鉄金属製造業,東京都江東区,82100
2023,200270020,日本発条株式会社,特定事業所排出者,輸送用機械器具製造業,神奈川県横浜市,80326
2023,390001321,セーレン株式会社,特定事業所排出者,繊維工業,福井県福井市,80100
2023,985433037,中外製薬株式会社,特定事業所排出者,化学工業,東京都中央区,79142
2023,580016326,南海電気鉄道株式会社,特定旅客輸送事業者,鉄道業,大阪府大阪市,77436
2023,620012613,株式会社ハローズ,特定事業所排出者,飲食料品小売業,岡山県早島町,77435
2023,200137262,神奈川中央交通株式会社,特定旅客輸送事業者,道路旅客運送業,神奈川県平塚市,77249
2023,985742702,ＺＡＣＲＯＳ株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都文京区,76370
2023,201738294,ルネサスエレクトロニクス株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,東京都江東区,73123
2023,985650905,株式会社ニコン,特定事業所排出者,生産用機械器具製造業,東京都品川区,72588
2023,400091759,東邦ガス株式会社,特定事業所排出者,ガス業,愛知県名古屋市,72536
2023,985795009,三菱電機株式会社,特定荷主,電気機械器具製造業,東京都千代田区,72351
2023,580303057,扶桑化学工業株式会社,特定事業所排出者,化学工業,大阪府大阪市,70967
2023,985661103,日本精蝋株式会社,特定事業所排出者,石油製品・石炭製品製造業,東京都中央区,70892
2023,502010860,株式会社　吉野家,特定事業所排出者,飲食店,東京都中央区,70802
2023,985314902,ヒューリック株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都中央区,70783
2023,985083805,小田急電鉄株式会社,特定事業所排出者,鉄道業,東京都新宿区,69603
2023,985710807,日立建機株式会社,特定事業所排出者,生産用機械器具製造業,東京都台東区,68723
2023,985754507,三菱食品株式会社,特定事業所排出者,飲食料品卸売業,東京都文京区,67771
2023,640351830,東ソー株式会社,特定荷主,化学工業,東京都中央区,66494
2023,400014025,石塚硝子株式会社,特定事業所排出者,窯業・土石製品製造業,愛知県岩倉市,66113
2023,400095186,トヨタ紡織株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県刈谷市,65170
2023,985003107,アルプスアルパイン株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,東京都大田区,64761
2023,985324604,ＳＭＣ株式会社,特定事業所排出者,はん用機械器具製造業,東京都千代田区,63840
2023,985434802,株式会社ツムラ,特定事業所排出者,化学工業,東京都港区,62976
2023,830146071,株式会社ジョイフル,特定事業所排出者,飲食店,大分県大分市,62453
2023,400190149,ＴＨＫ株式会社,特定事業所排出者,生産用機械器具製造業,東京都港区,61952
2023,580006446,レンゴー株式会社,特定荷主,パルプ・紙・紙加工品製造業,大阪府大阪市,61646
2023,600145238,ダイキョーニシカワ株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,広島県東広島市,61573
2023,985757509,本田技研工業株式会社,特定荷主,輸送用機械器具製造業,東京都港区,61291
2023,200312513,横浜冷凍株式会社,特定事業所排出者,飲食料品卸売業,神奈川県横浜市,60654
2023,600002843,マツダ株式会社,特定荷主,輸送用機械器具製造業,広島県府中町,60327
2023,985186105,株式会社小糸製作所,特定事業所排出者,電気機械器具製造業,東京都品川区,60174
2023,982620116,株式会社サンドラッグ,特定事業所排出者,その他の小売業,東京都府中市,60130
2023,985794745,三菱倉庫株式会社,特定事業所排出者,倉庫業,東京都中央区,59995
2023,580322544,丸大食品株式会社,特定事業所排出者,食料品製造業,大阪府高槻市,59815
2023,580363860,積水ハウス株式会社,特定事業所排出者,総合工事業,大阪府大阪市,59671
2023,450131816,株式会社セリア,特定事業所排出者,各種商品小売業,岐阜県大垣市,58536
2023,710013431,大倉工業株式会社（香川県）,特定事業所排出者,プラスチック製品製造業（別掲を除く）,香川県丸亀市,58167
2023,400083102,中部飼料株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,愛知県名古屋市,57876
2023,580045257,岩谷産業株式会社,特定荷主,各種商品卸売業,大阪府大阪市,56599
2023,989800420,株式会社丸井,特定事業所排出者,各種商品小売業,東京都中野区,56598
2023,985070306,エーザイ株式会社,特定事業所排出者,化学工業,東京都文京区,56231
2023,985432451,日本シイエムケイ株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,東京都新宿区,56052
2023,620018223,リョービ株式会社,特定事業所排出者,非鉄金属製造業,広島県府中市,55774
2023,985651608,日本航空株式会社,特定事業所排出者,航空運輸業,東京都品川区,54506
2023,240100614,株式会社カワチ薬品,特定事業所排出者,その他の小売業,栃木県小山市,53918
2023,580010691,住友ファーマ株式会社,特定事業所排出者,化学工業,大阪府大阪市,53744
2023,270074650,株式会社マミーマート,特定事業所排出者,飲食料品小売業,埼玉県さいたま市,53726
2023,980955066,株式会社野村総合研究所,特定事業所排出者,情報サービス業,東京都千代田区,53152
2023,985347402,住友ベークライト株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都品川区,52834
2023,986306852,王子マテリア株式会社,特定荷主,パルプ・紙・紙加工品製造業,東京都中央区,52619
2023,580005529,株式会社栗本鐵工所,特定事業所排出者,鉄鋼業,大阪府大阪市,52216
2023,985656604,株式会社ニッスイ,特定事業所排出者,食料品製造業,東京都港区,51889
2023,440007606,株式会社物語コーポレーション,特定事業所排出者,飲食店,愛知県豊橋市,51174
2023,580009386,鴻池運輸株式会社,特定事業所排出者,道路貨物運送業,大阪府大阪市,50406
2023,10172180,株式会社トーモク,特定事業所排出者,パルプ・紙・紙加工品製造業,東京都千代田区,50279
2023,985722307,プリマハム株式会社,特定事業所排出者,食料品製造業,東京都品川区,49672
2023,610005384,岡山県貨物運送株式会社,特定貨物輸送事業者,道路貨物運送業,岡山県岡山市,49041
2023,580305267,東和薬品株式会社,特定事業所排出者,化学工業,大阪府門真市,48921
2023,985164206,協和キリン株式会社,特定事業所排出者,化学工業,東京都千代田区,48692
2023,985494373,東京建物株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都中央区,48639
2023,400108408,株式会社デンソー,特定荷主,輸送用機械器具製造業,愛知県刈谷市,47833
2023,620031360,青山商事株式会社,特定事業所排出者,織物・衣服・身の回り品小売業,広島県福山市,47142
2023,988230127,株式会社ルネサンス,特定事業所排出者,娯楽業,東京都墨田区,47140
2023,580464236,株式会社ダスキン,特定事業所排出者,その他のサービス業,大阪府吹田市,47129
2023,985022102,AGC株式会社,特定荷主,窯業・土石製品製造業,東京都千代田区,45768
2023,350167861,株式会社原信,特定事業所排出者,飲食料品小売業,新潟県長岡市,45630
2023,440105474,フタバ産業株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県岡崎市,45601
2023,160049418,株式会社ヤマザワ,特定事業所排出者,各種商品小売業,山形県山形市,45487
2023,985024303,東　海運　株式会社,特定貨物輸送事業者,水運業,東京都中央区,45228
2023,985634106,ニチアス株式会社,特定事業所排出者,窯業・土石製品製造業,東京都中央区,44861
2023,985615002,日清オイリオグループ株式会社,特定荷主,食料品製造業,東京都中央区,44474
2023,984516556,株式会社良品計画,特定事業所排出者,各種商品小売業,東京都文京区,44444
2023,982926789,株式会社ビックカメラ,特定事業所排出者,各種商品小売業,東京都豊島区,44311
2023,400080568,中央発條株式会社,特定事業所排出者,金属製品製造業,愛知県名古屋市,44068
2023,986126068,合同酒精株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,東京都墨田区,43345
2023,580516950,ダイハツディーゼル株式会社,特定事業所排出者,輸送用機械器具製造業,大阪府大阪市,43284
2023,985675001,株式会社ニッピ,特定事業所排出者,なめし革・同製品・毛皮製造業,東京都足立区,42718
2023,985052200,市光工業株式会社,特定事業所排出者,電気機械器具製造業,神奈川県伊勢原市,42355
2023,580003435,株式会社ヨータイ,特定事業所排出者,窯業・土石製品製造業,大阪府貝塚市,42261
2023,985033106,いすゞ自動車株式会社,特定荷主,輸送用機械器具製造業,神奈川県横浜市,42255
2023,923001166,株式会社ミライト・ワン,特定事業所排出者,設備工事業,東京都江東区,41620
2023,580068000,丸一鋼管株式会社,特定事業所排出者,鉄鋼業,大阪府大阪市,41359
2023,890010333,株式会社アクシーズ,特定事業所排出者,食料品製造業,鹿児島県鹿児島市,40345
2023,401103872,コカ・コーラ　ボトラーズジャパン株式会社,特定貨物輸送事業者,飲料・たばこ・飼料製造業,東京都港区,39913
2023,985302401,株式会社資生堂,特定事業所排出者,化学工業,東京都港区,39770
2023,430105873,スズキ株式会社,特定荷主,輸送用機械器具製造業,静岡県浜松市,39656
2023,580000952,荒川化学工業株式会社,特定事業所排出者,化学工業,大阪府大阪市,39372
2023,620059674,株式会社やまみ,特定事業所排出者,食料品製造業,広島県三原市,39050
2023,10515926,株式会社丸千代山岡家,特定事業所排出者,飲食店,北海道札幌市,39014
2023,400471364,株式会社東祥,特定事業所排出者,娯楽業,愛知県安城市,38868
2023,582297084,株式会社フジシール,特定事業所排出者,印刷・同関連業,大阪府大阪市,38675
2023,985115201,鹿島建設株式会社,特定事業所排出者,総合工事業,東京都港区,38602
2023,200261620,古河電池株式会社,特定事業所排出者,電気機械器具製造業,神奈川県横浜市,38134
2023,985545301,株式会社ティラド,特定事業所排出者,輸送用機械器具製造業,東京都渋谷区,37949
2023,450001320,太平洋工業株式会社,特定事業所排出者,輸送用機械器具製造業,岐阜県大垣市,37887
2023,985197806,高周波熱錬株式会社,特定事業所排出者,金属製品製造業,東京都品川区,37673
2023,580016326,南海電気鉄道株式会社,特定事業所排出者,鉄道業,大阪府大阪市,37500
2023,985445109,株式会社帝国ホテル,特定事業所排出者,宿泊業,東京都千代田区,37394
2023,985525406,東邦化学工業株式会社,特定事業所排出者,化学工業,東京都中央区,37373
2023,985463500,東亜道路工業株式会社,特定事業所排出者,総合工事業,東京都港区,36757
2023,580004067,住友商事株式会社,特定事業所排出者,各種商品卸売業,東京都千代田区,36587
2023,190109698,株式会社幸楽苑ホールディングス,特定事業所排出者,飲食店,福島県郡山市,36494
2023,340022771,一正蒲鉾株式会社,特定事業所排出者,食料品製造業,新潟県新潟市,36400
2023,400027300,カゴメ株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,東京都中央区,36192
2023,200428958,株式会社アイネット,特定事業所排出者,情報サービス業,神奈川県横浜市,35792
2023,270041846,株式会社本田技術研究所,特定事業所排出者,学術・開発研究機関,埼玉県和光市,35630
2023,580270018,ＳＣＳＫ株式会社,特定事業所排出者,情報サービス業,東京都江東区,35486
2023,965006738,デクセリアルズ株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,栃木県下野市,35006
2023,580046165,株式会社大紀アルミニウム工業所,特定事業所排出者,非鉄金属製造業,大阪府大阪市,34892
2023,988792136,第一三共株式会社,特定事業所排出者,化学工業,東京都中央区,34425
2023,400203784,カネ美食品株式会社,特定事業所排出者,飲食料品小売業,愛知県名古屋市,34252
2023,580025611,南海化学株式会社,特定事業所排出者,化学工業,大阪府大阪市,34199
2023,985475903,東急株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都渋谷区,33931
2023,985554909,株式会社巴川コーポレーション,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都中央区,33835
2023,400068081,株式会社ソトー,特定事業所排出者,繊維工業,愛知県一宮市,33649
2023,985346970,住友重機械工業株式会社,特定事業所排出者,はん用機械器具製造業,東京都品川区,33085
2023,580013638,倉敷紡績株式会社,特定事業所排出者,繊維工業,大阪府大阪市,32959
2023,580378263,伊藤忠エネクス株式会社,特定荷主,建築材料，鉱物・金属材料等卸売業,東京都千代田区,32754
2023,450014730,ハビックス株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,岐阜県岐阜市,32708
2023,400022896,オークマ株式会社,特定事業所排出者,生産用機械器具製造業,愛知県大口町,32443
2023,400055986,三和油化工業株式会社,特定事業所排出者,化学工業,愛知県刈谷市,32428
2023,985644505,日本金属株式会社,特定事業所排出者,鉄鋼業,東京都港区,32418
2023,200224457,東京応化工業株式会社,特定事業所排出者,化学工業,神奈川県川崎市,32364
2023,500011492,株式会社島津製作所,特定事業所排出者,業務用機械器具製造業,京都府京都市,32024
2023,580316019,株式会社ライフドリンクカンパニー,特定事業所排出者,飲料・たばこ・飼料製造業,大阪府大阪市,31809
2023,400072412,大同特殊鋼株式会社,特定荷主,鉄鋼業,愛知県名古屋市,31364
2023,617015471,不二製油株式会社,特定荷主,食料品製造業,大阪府泉佐野市,31291
2023,580087186,大阪有機化学工業株式会社,特定事業所排出者,化学工業,大阪府大阪市,31173
2023,982991938,株式会社エコス,特定事業所排出者,飲食料品小売業,東京都昭島市,31126
2023,985753608,北興化学工業株式会社,特定事業所排出者,化学工業,東京都中央区,31103
2023,580033041,関西ペイント株式会社,特定事業所排出者,化学工業,大阪府大阪市,30948
2023,980012097,三井住友海上火災保険株式会社,特定事業所排出者,保険業（保険媒介代理業，保険サービス業を含む）,東京都千代田区,30782
2023,985821600,森永製菓株式会社,特定事業所排出者,食料品製造業,東京都港区,30678
2023,510457334,株式会社チャーム・ケア・コーポレーション,特定事業所排出者,社会保険・社会福祉・介護事業,大阪府大阪市,30091
2023,160012329,日東ベスト株式会社,特定事業所排出者,食料品製造業,山形県寒河江市,29969
2023,985660302,日本ゼオン株式会社,特定荷主,化学工業,東京都千代田区,29755
2023,580004361,参天製薬株式会社,特定事業所排出者,化学工業,大阪府大阪市,29596
2023,530138124,ケンコーマヨネーズ株式会社,特定事業所排出者,食料品製造業,東京都杉並区,29473
2023,985444907,ＴＰＲ株式会社,特定事業所排出者,輸送用機械器具製造業,東京都千代田区,29415
2023,200127730,株式会社オカムラ,特定事業所排出者,家具・装備品製造業,神奈川県横浜市,29312
2023,350070066,岩塚製菓株式会社,特定事業所排出者,食料品製造業,新潟県長岡市,29032
2023,470013749,三重交通株式会社,特定旅客輸送事業者,道路旅客運送業,三重県津市,28828
2023,985855107,ライオン株式会社,特定事業所排出者,化学工業,東京都台東区,28458
2023,201820938,株式会社ファルテック,特定事業所排出者,輸送用機械器具製造業,神奈川県川崎市,28440
2023,985492001,東京製綱株式会社,特定事業所排出者,金属製品製造業,東京都江東区,28306
2023,985656604,株式会社ニッスイ,特定荷主,食料品製造業,東京都港区,28160
2023,360000065,株式会社有沢製作所,特定事業所排出者,化学工業,新潟県上越市,28092
2023,985180891,京成電鉄株式会社,特定事業所排出者,不動産賃貸業・管理業,千葉県市川市,27839
2023,810000964,株式会社安川電機,特定事業所排出者,電気機械器具製造業,福岡県北九州市,27782
2023,400061713,新東工業株式会社,特定事業所排出者,生産用機械器具製造業,愛知県豊川市,27646
2023,430110846,株式会社ユニバンス,特定事業所排出者,輸送用機械器具製造業,静岡県湖西市,27613
2023,570009417,株式会社シマノ,特定事業所排出者,輸送用機械器具製造業,大阪府堺市,27113
2023,230019288,株式会社ミツバ,特定事業所排出者,電気機械器具製造業,群馬県桐生市,26922
2023,500002411,株式会社メタルアート,特定事業所排出者,鉄鋼業,滋賀県草津市,26919
2023,440015887,武蔵精密工業株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県豊橋市,26569
2023,650010020,チタン工業株式会社,特定事業所排出者,化学工業,山口県宇部市,26269
2023,580000845,シャープ株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,大阪府堺市,26224
2023,880000271,旭有機材株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,宮崎県延岡市,26215
2023,988825433,株式会社テラプローブ,特定事業所排出者,電子部品・デバイス・電子回路製造業,神奈川県横浜市,25922
2023,580363860,積水ハウス株式会社,特定荷主,総合工事業,大阪府大阪市,25887
2023,985747638,平和不動産株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都中央区,25569
2023,540054931,株式会社大真空,特定事業所排出者,電子部品・デバイス・電子回路製造業,兵庫県加古川市,25554
2023,530019231,株式会社ノザワ,特定事業所排出者,窯業・土石製品製造業,兵庫県神戸市,25464
2023,810002271,大石産業株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,福岡県北九州市,25459
2023,989218557,ジャパンエクセレント投資法人,特定事業所排出者,不動産賃貸業・管理業,東京都港区,25357
2023,200127730,株式会社オカムラ,特定荷主,家具・装備品製造業,神奈川県横浜市,25196
2023,580009386,鴻池運輸株式会社,特定貨物輸送事業者,道路貨物運送業,大阪府大阪市,25196
2023,985320900,昭和産業株式会社,特定荷主,食料品製造業,東京都千代田区,25144
2023,201964633,株式会社ＡＯＫＩ,特定事業所排出者,織物・衣服・身の回り品小売業,神奈川県横浜市,25132
2023,985426300,中越パルプ工業株式会社,特定荷主,パルプ・紙・紙加工品製造業,富山県高岡市,25055
2023,580005171,塩野義製薬株式会社,特定事業所排出者,化学工業,大阪府大阪市,25041
2023,985142906,キユーピー株式会社,特定事業所排出者,食料品製造業,東京都渋谷区,24757
2023,986379330,東京地下鉄株式会社,特定事業所排出者,鉄道業,東京都台東区,24530
2023,240184131,元気寿司株式会社,特定事業所排出者,飲食店,栃木県宇都宮市,24144
2023,270839108,株式会社キャンドゥ,特定事業所排出者,各種商品小売業,東京都新宿区,24013
2023,340285315,株式会社オーシャンシステム,特定事業所排出者,飲食料品小売業,新潟県三条市,23844
2023,989455097,株式会社ゆうちょ銀行,特定事業所排出者,銀行業,東京都千代田区,23622
2023,600009030,カルビー株式会社,特定荷主,食料品製造業,東京都千代田区,23558
2023,985763909,株式会社牧野フライス製作所,特定事業所排出者,生産用機械器具製造業,神奈川県愛川町,23520
2023,400347640,株式会社木曽路,特定事業所排出者,飲食店,愛知県名古屋市,23170
2023,580320183,株式会社グルメ杵屋,特定事業所排出者,飲食店,大阪府大阪市,23123
2023,980722251,トーヨーカラー株式会社,特定事業所排出者,化学工業,東京都中央区,23035
2023,985793309,三菱瓦斯化学株式会社,特定荷主,化学工業,東京都千代田区,22934
2023,348007181,株式会社東光高岳,特定事業所排出者,電気機械器具製造業,東京都江東区,22900
2023,580002410,ダイキン工業株式会社,特定荷主,はん用機械器具製造業,大阪府大阪市,22865
2023,400027300,カゴメ株式会社,特定荷主,飲料・たばこ・飼料製造業,東京都中央区,22459
2023,987601839,アスクル株式会社,特定事業所排出者,その他の小売業,東京都江東区,22384
2023,580212121,日本山村硝子株式会社,特定荷主,窯業・土石製品製造業,兵庫県尼崎市,22357
2023,230017372,株式会社キッツ,特定事業所排出者,はん用機械器具製造業,東京都港区,22289
2023,581915341,さくらインターネット株式会社,特定事業所排出者,通信業,大阪府大阪市,22183
2023,985490507,株式会社ファインシンター,特定事業所排出者,輸送用機械器具製造業,愛知県春日井市,22093
2023,985154907,共同印刷株式会社,特定事業所排出者,印刷・同関連業,東京都文京区,22066
