排出年,特定排出者コード,事業者・事業所名,区分,業種,所在地,温室効果ガス算定排出量(tCO2)
year,code,name,type,sector,location,tCO2
2023,730016870,ニッポン高度紙工業株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,高知県高知市,22038
2023,985073809,株式会社荏原製作所,特定事業所排出者,はん用機械器具製造業,東京都大田区,22009
2023,985572701,株式会社中村屋,特定事業所排出者,食料品製造業,東京都新宿区,22006
2023,985794601,三菱製鋼株式会社,特定事業所排出者,鉄鋼業,東京都中央区,22006
2023,510301422,DMG森精機株式会社,特定事業所排出者,生産用機械器具製造業,東京都江東区,21760
2023,370028140,ダイト株式会社,特定事業所排出者,化学工業,富山県富山市,21718
2023,400062864,株式会社スズケン,特定事業所排出者,その他の卸売業,愛知県名古屋市,21460
2023,580078445,日本インシュレーション株式会社,特定事業所排出者,窯業・土石製品製造業,大阪府大阪市,21437
2023,10094655,北雄ラッキー株式会社,特定事業所排出者,飲食料品小売業,北海道札幌市,21316
2023,985855107,ライオン株式会社,特定荷主,化学工業,東京都台東区,21227
2023,985330101,信越化学工業株式会社,特定荷主,化学工業,東京都千代田区,21200
2023,985104100,沖電気工業株式会社,特定事業所排出者,情報通信機械器具製造業,東京都港区,21190
2023,530004309,住友ゴム工業株式会社,特定荷主,ゴム製品製造業,兵庫県神戸市,21150
2023,580118756,扶桑薬品工業株式会社,特定事業所排出者,化学工業,大阪府大阪市,21131
2023,985710807,日立建機株式会社,特定荷主,生産用機械器具製造業,東京都台東区,21112
2023,580021891,新田ゼラチン株式会社,特定事業所排出者,化学工業,大阪府八尾市,21084
2023,985525200,東邦アセチレン株式会社,特定事業所排出者,化学工業,宮城県多賀城市,21031
2023,985733507,フジオーゼックス株式会社,特定事業所排出者,輸送用機械器具製造業,静岡県菊川市,21015
2023,985115506,科研製薬株式会社,特定事業所排出者,化学工業,東京都文京区,21003
2023,580046998,株式会社カネカ,特定荷主,化学工業,大阪府大阪市,20920
2023,270041532,株式会社フコク,特定事業所排出者,ゴム製品製造業,埼玉県上尾市,20917
2023,650002304,ＵＢＥ株式会社,特定荷主,化学工業,東京都港区,20789
2023,988911175,日本ロジスティクスファンド投資法人,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都千代田区,20708
2023,982340785,株式会社エージーピー,特定事業所排出者,運輸に附帯するサービス業,東京都大田区,20452
2023,985793701,三菱マテリアル株式会社,特定荷主,非鉄金属製造業,東京都千代田区,20326
2023,410025560,ユニプレス株式会社,特定事業所排出者,輸送用機械器具製造業,神奈川県横浜市,20253
2023,410017049,日本プラスト株式会社,特定事業所排出者,輸送用機械器具製造業,静岡県富士宮市,20200
2023,400106243,日東工業株式会社（愛知県）,特定事業所排出者,電気機械器具製造業,愛知県長久手市,19668
2023,400072421,株式会社ダイセキ,特定事業所排出者,廃棄物処理業,愛知県名古屋市,19599
2023,400004029,愛知製鋼株式会社,特定荷主,鉄鋼業,愛知県東海市,19530
2023,985833601,山九株式会社,特定事業所排出者,倉庫業,東京都中央区,19512
2023,985384003,大日精化工業株式会社,特定事業所排出者,化学工業,東京都中央区,19490
2023,10307791,日本調剤株式会社,特定事業所排出者,その他の小売業,東京都千代田区,19485
2023,985420932,株式会社チヨダ,特定事業所排出者,織物・衣服・身の回り品小売業,東京都杉並区,19423
2023,370067952,株式会社タカギセイコー,特定事業所排出者,プラスチック製品製造業（別掲を除く）,富山県高岡市,19251
2023,985081533,オリックス株式会社,特定事業所排出者,物品賃貸業,東京都港区,19044
2023,985142906,キユーピー株式会社,特定荷主,食料品製造業,東京都渋谷区,19016
2023,530186435,株式会社ロック・フィールド,特定事業所排出者,食料品製造業,兵庫県神戸市,18847
2023,270250176,株式会社安楽亭,特定事業所排出者,飲食店,埼玉県さいたま市,18721
2023,985821600,森永製菓株式会社,特定荷主,食料品製造業,東京都港区,18679
2023,10134859,株式会社北洋銀行,特定事業所排出者,銀行業,北海道札幌市,18609
2023,985786805,三井物産株式会社,特定荷主,各種商品卸売業,東京都千代田区,18601
2023,985630500,日東富士製粉株式会社,特定事業所排出者,食料品製造業,東京都中央区,18225
2023,580026242,加藤産業株式会社,特定荷主,飲食料品卸売業,兵庫県西宮市,17948
2023,400420801,サガミレストランツ株式会社,特定事業所排出者,飲食店,愛知県名古屋市,17815
2023,985646143,セコム株式会社,特定事業所排出者,その他の事業サービス業,東京都渋谷区,17811
2023,985346700,住友金属鉱山株式会社,特定荷主,非鉄金属製造業,東京都港区,17803
2023,260058438,パウダーテック株式会社,特定事業所排出者,鉄鋼業,千葉県柏市,17718
2023,580013988,ＮＴＮ株式会社,特定荷主,はん用機械器具製造業,大阪府大阪市,17468
2023,985150677,株式会社ジーテクト,特定事業所排出者,金属製品製造業,埼玉県さいたま市,17465
2023,580007523,ユニチカ株式会社,特定荷主,繊維工業,大阪府大阪市,17399
2023,200106551,株式会社アマダ,特定事業所排出者,生産用機械器具製造業,神奈川県伊勢原市,17353
2023,530043227,日本毛織株式会社,特定事業所排出者,繊維工業,大阪府大阪市,17304
2023,985061307,ウシオ電機株式会社,特定事業所排出者,電気機械器具製造業,東京都千代田区,17122
2023,200307836,株式会社横浜銀行,特定事業所排出者,銀行業,神奈川県横浜市,17035
2023,370000096,朝日印刷株式会社,特定事業所排出者,印刷・同関連業,富山県富山市,17003
2023,985211208,株式会社サンエー化研,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都中央区,17000
2023,400829264,株式会社あみやき亭,特定事業所排出者,飲食店,愛知県春日井市,16823
2023,985231659,三井住建道路株式会社,特定事業所排出者,総合工事業,東京都新宿区,16778
2023,400996871,株式会社ダイセキ環境ソリューション,特定荷主,廃棄物処理業,愛知県名古屋市,16733
2023,985785601,三井金属鉱業株式会社,特定荷主,非鉄金属製造業,東京都品川区,16630
2023,610013457,はるやま商事株式会社,特定事業所排出者,織物・衣服・身の回り品小売業,岡山県岡山市,16514
2023,980551511,かどや製油株式会社,特定事業所排出者,食料品製造業,東京都品川区,16488
2023,985681250,ＢＩＰＲＯＧＹ株式会社,特定事業所排出者,情報サービス業,東京都江東区,16291
2023,646020521,株式会社ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,特定事業所排出者,生産用機械器具製造業,東京都千代田区,16275
2023,440105474,フタバ産業株式会社,特定荷主,輸送用機械器具製造業,愛知県岡崎市,16193
2023,985735708,アルフレッサ株式会社,特定事業所排出者,その他の卸売業,東京都千代田区,16150
2023,580008914,永大産業株式会社,特定事業所排出者,木材・木製品製造業（家具を除く）,大阪府大阪市,16149
2023,985451705,デンカ株式会社,特定荷主,化学工業,東京都中央区,16142
2023,985845808,有機合成薬品工業株式会社,特定事業所排出者,化学工業,東京都中央区,16070
2023,530041142,三ツ星ベルト株式会社,特定事業所排出者,ゴム製品製造業,兵庫県神戸市,16020
2023,10108591,日糧製パン株式会社,特定事業所排出者,食料品製造業,北海道札幌市,16009
2023,985606809,日機装株式会社,特定事業所排出者,業務用機械器具製造業,東京都渋谷区,16004
2023,250304627,株式会社アダストリア,特定事業所排出者,織物・衣服・身の回り品小売業,東京都渋谷区,15998
2023,240041694,仙波糖化工業株式会社,特定事業所排出者,食料品製造業,栃木県真岡市,15875
2023,980885721,株式会社ＵＡＣＪ,特定荷主,非鉄金属製造業,東京都千代田区,15858
2023,580316019,株式会社ライフドリンクカンパニー,特定荷主,飲料・たばこ・飼料製造業,大阪府大阪市,15803
2023,985791609,株式会社ミクニ,特定事業所排出者,輸送用機械器具製造業,東京都千代田区,15663
2023,985314608,松竹株式会社,特定事業所排出者,映像・音声・文字情報制作業,東京都中央区,15635
2023,710042317,株式会社マルヨシセンター,特定事業所排出者,飲食料品小売業,香川県高松市,15624
2023,985866101,株式会社佐藤渡辺,特定事業所排出者,総合工事業,東京都港区,15543
2023,450030921,株式会社大光,特定事業所排出者,飲食料品卸売業,岐阜県大垣市,15508
2023,985620405,日新製糖株式会社,特定事業所排出者,食料品製造業,東京都中央区,15392
2023,980951076,大成ラミック株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,埼玉県白岡市,15364
2023,982276138,ユニオンツール株式会社,特定事業所排出者,生産用機械器具製造業,東京都品川区,15287
2023,540046358,多木化学株式会社,特定事業所排出者,化学工業,兵庫県加古川市,15261
2023,500015052,オムロン株式会社,特定事業所排出者,電気機械器具製造業,京都府京都市,15245
2023,581716098,株式会社日本エスコン,特定事業所排出者,不動産賃貸業・管理業,東京都港区,14969
2023,581492093,株式会社あさひ,特定事業所排出者,機械器具小売業,大阪府大阪市,14965
2023,985300602,シチズン時計株式会社,特定事業所排出者,その他の製造業,東京都西東京市,14953
2023,980516638,株式会社ビー・エム・エル,特定事業所排出者,医療業,東京都渋谷区,14828
2023,580322544,丸大食品株式会社,特定荷主,食料品製造業,大阪府高槻市,14803
